,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_COUNTRY,DEST_COUNTRY_NAME,DEST_WAC,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS,DATA_SOURCE,Unnamed: 50
26981,0.0,3.0,318536.0,1011.0,979.0,69819.0,0.0,4670.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,US,United States,82,8,819,1,2015,1,3,10,F,IF,
26982,0.0,2.0,219784.0,594.0,509.0,72048.0,0.0,4750.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,US,United States,74,6,637,1,2015,1,3,10,F,IF,
26983,0.0,3.0,288374.0,873.0,792.0,66073.0,0.0,4750.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,US,United States,74,8,817,1,2015,1,3,10,F,IF,
26984,0.0,26.0,2589479.0,8116.0,7235.0,621161.0,0.0,4750.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,US,United States,74,8,819,1,2015,1,3,10,F,IF,
26989,0.0,3.0,249198.0,664.0,515.0,83574.0,0.0,4834.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,6,627,1,2015,1,3,10,F,IF,
26990,0.0,21.0,2038032.0,6111.0,3929.0,595874.0,0.0,4834.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,8,817,1,2015,1,3,10,F,IF,
26991,0.0,37.0,3706923.0,11291.0,7448.0,1044217.0,0.0,4834.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,8,819,1,2015,1,3,10,F,IF,
26996,0.0,31.0,3286890.0,10447.0,10051.0,569606.0,0.0,5229.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,US,United States,85,8,819,1,2015,1,3,11,F,IF,
26997,0.0,8.0,925214.0,2376.0,2169.0,243945.0,0.0,5456.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,637,1,2015,1,3,11,F,IF,
26998,0.0,54.0,7174341.0,25326.0,22625.0,901800.0,0.0,5456.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,882,1,2015,1,3,11,F,IF,
26999,0.0,10.0,829708.0,2190.0,1940.0,264598.0,0.0,4425.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,6,627,1,2015,1,3,9,F,IF,
27000,0.0,4.0,389840.0,1164.0,1043.0,88396.0,0.0,4425.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,817,1,2015,1,3,9,F,IF,
27001,0.0,61.0,6189933.0,19455.0,17285.0,1381307.0,0.0,4425.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,819,1,2015,1,3,9,F,IF,
27010,0.0,31.0,3241355.0,10447.0,9554.0,577108.0,0.0,5271.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,US,United States,81,8,819,1,2015,1,3,11,F,IF,
27011,0.0,28.0,2550156.0,7700.0,6910.0,503749.0,0.0,5485.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,14679,1467903,33570,SAN,"San Diego, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,3,11,F,IF,
27012,0.0,3.0,287762.0,891.0,674.0,64643.0,0.0,5485.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,14679,1467903,33570,SAN,"San Diego, CA",CA,6.0,California,US,United States,91,6,637,1,2015,1,3,11,F,IF,
27013,0.0,42.0,3540759.0,9478.0,8231.0,859353.0,0.0,4800.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,US,United States,93,6,627,1,2015,1,3,10,F,IF,
27014,0.0,2.0,230868.0,594.0,541.0,55904.0,0.0,4800.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,US,United States,93,6,637,1,2015,1,3,10,F,IF,
27015,0.0,7.0,683087.0,2037.0,1908.0,130724.0,0.0,5367.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,8,817,1,2015,1,3,11,F,IF,
27016,0.0,53.0,5317620.0,16265.0,14724.0,925692.0,0.0,5367.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,8,819,1,2015,1,3,11,F,IF,
27017,0.0,2.0,263661.0,938.0,887.0,43584.0,0.0,5367.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,8,882,1,2015,1,3,11,F,IF,
27018,0.0,45.0,4149924.0,12241.0,8237.0,420933.0,0.0,4353.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,US,United States,33,12966,1296603,30730,LGW,"London, United Kingdom",,,,GB,United Kingdom,493,6,627,1,2015,1,3,9,F,IF,
27019,0.0,11.0,889988.0,2409.0,2065.0,340721.0,0.0,4425.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,6,627,1,2015,1,3,9,F,IF,
27020,0.0,4.0,382483.0,1164.0,1045.0,133012.0,0.0,4425.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,8,817,1,2015,1,3,9,F,IF,
27021,0.0,61.0,6146094.0,19417.0,17736.0,1621871.0,0.0,4425.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,8,819,1,2015,1,3,9,F,IF,
27030,0.0,31.0,3210612.0,10447.0,9019.0,437950.0,0.0,5271.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,US,United States,81,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,8,819,1,2015,1,3,11,F,IF,
27031,0.0,28.0,2611180.0,7700.0,6538.0,718139.0,0.0,5485.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,14679,1467903,33570,SAN,"San Diego, CA",CA,6.0,California,US,United States,91,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,6,627,1,2015,1,3,11,F,IF,
27032,0.0,3.0,291634.0,891.0,760.0,55796.0,0.0,5485.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,14679,1467903,33570,SAN,"San Diego, CA",CA,6.0,California,US,United States,91,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,6,637,1,2015,1,3,11,F,IF,
27033,0.0,43.0,3620166.0,9704.0,7741.0,698749.0,0.0,4800.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,US,United States,93,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,6,627,1,2015,1,3,10,F,IF,
27034,0.0,1.0,112724.0,297.0,214.0,25113.0,0.0,4800.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,US,United States,93,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,6,637,1,2015,1,3,10,F,IF,
27035,0.0,7.0,683397.0,2037.0,1810.0,87875.0,0.0,5367.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,8,817,1,2015,1,3,11,F,IF,
27036,0.0,54.0,5376906.0,16564.0,14674.0,821627.0,0.0,5367.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,8,819,1,2015,1,3,11,F,IF,
27037,0.0,2.0,263661.0,938.0,717.0,30210.0,0.0,5367.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,12972,1297203,30730,LHR,"London, United Kingdom",,,,GB,United Kingdom,493,8,882,1,2015,1,3,11,F,IF,
27041,0.0,32.0,3008350.0,8901.0,6132.0,486138.0,0.0,4427.0,0.0,0.0,BA,19540.0,British Airways Plc,9493E,I,BA,British Airways Plc,0,0.0,15304,1530402,33195,TPA,"Tampa, FL",FL,12.0,Florida,US,United States,33,12966,1296603,30730,LGW,"London, United Kingdom",,,,GB,United Kingdom,493,6,627,1,2015,1,3,9,F,IF,
27047,0.0,13.0,290690.0,2951.0,1452.0,0.0,0.0,5061.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,12173,1217302,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,US,United States,2,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,6,696,1,2015,1,3,11,F,IF,
27048,0.0,15.0,1459258.0,4605.0,3000.0,858658.0,0.0,6921.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,6,627,1,2015,1,3,14,F,IF,
27049,0.0,21.0,2040454.0,6447.0,5269.0,985600.0,0.0,7195.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,6,627,1,2015,1,3,15,F,IF,
27050,0.0,48.0,3686749.0,16534.0,13573.0,946612.0,0.0,6838.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,6,627,1,2015,1,3,14,F,IF,
27051,0.0,12.0,1087161.0,0.0,0.0,936731.0,0.0,7392.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,6,627,2,2015,1,3,15,G,IF,
27052,0.0,62.0,5138236.0,18972.0,16247.0,1885587.0,0.0,6251.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,6,627,1,2015,1,3,13,F,IF,
27053,0.0,27.0,4752000.0,0.0,0.0,4125587.0,0.0,6485.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,8,819,2,2015,1,3,13,G,IF,
27055,0.0,13.0,304504.0,2951.0,1202.0,63864.0,0.0,5061.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,12173,1217302,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,US,United States,2,6,696,1,2015,1,3,11,F,IF,
27056,0.0,15.0,1942316.0,4605.0,2767.0,1388363.0,0.0,6921.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,US,United States,38,6,627,1,2015,1,3,14,F,IF,
27057,0.0,21.0,2680555.0,6447.0,4785.0,1722598.0,0.0,7195.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,US,United States,74,6,627,1,2015,1,3,15,F,IF,
27058,0.0,48.0,4008763.0,16534.0,12839.0,1438395.0,0.0,6838.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,627,1,2015,1,3,14,F,IF,
27059,0.0,62.0,5727126.0,18972.0,12956.0,3133335.0,0.0,6251.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,3,13,F,IF,
27060,0.0,31.0,2343332.0,9486.0,6576.0,1026817.0,0.0,5913.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,6,627,1,2015,1,3,12,F,IF,
27061,0.0,14.0,1939489.0,0.0,0.0,1899742.0,0.0,4308.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,6,627,2,2015,1,3,9,G,IF,
27062,0.0,20.0,5039980.0,0.0,0.0,4092843.0,0.0,4308.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,8,819,2,2015,1,3,9,G,IF,
27063,0.0,27.0,5346000.0,0.0,0.0,4541962.0,0.0,6485.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14309,1430902,34309,PVG,"Shanghai, China",,,,CN,China,713,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,8,819,2,2015,1,3,13,G,IF,
27064,0.0,31.0,1946069.0,9486.0,7836.0,377302.0,0.0,5913.0,0.0,0.0,CA,19543.0,Air China,9713A,I,CA,Air China,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,14066,1406604,34066,PEK,"Beijing, China",,,,CN,China,713,6,627,1,2015,1,3,12,F,IF,
27067,0.0,113.0,30329200.0,0.0,0.0,19608796.0,0.0,5081.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,8,821,2,2015,1,3,11,G,IF,
27072,0.0,24.0,6441600.0,0.0,0.0,5420800.0,0.0,4004.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,8,821,2,2015,1,3,9,G,DF,
27074,0.0,1.0,268400.0,0.0,0.0,225471.0,0.0,4680.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,15306,1530603,35306,TPE,"Taipei, Taiwan",,,,TW,Taiwan,781,8,821,2,2015,1,3,10,G,IF,
27080,0.0,26.0,2791897.0,8840.0,8037.0,418198.0,0.0,8063.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,US,United States,21,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,6,637,1,2015,1,3,17,F,IF,
27082,0.0,145.0,38918000.0,0.0,0.0,33258205.0,0.0,5081.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,8,821,2,2015,1,3,11,G,IF,
27083,0.0,26.0,2791897.0,8840.0,7860.0,354944.0,0.0,8063.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,US,United States,21,6,637,1,2015,1,3,17,F,IF,
27084,0.0,92.0,9006851.0,25300.0,22656.0,1218888.0,0.0,8070.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,6,637,1,2015,1,3,17,F,IF,
27085,0.0,115.0,11258564.0,31625.0,27851.0,3901086.0,0.0,7260.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,6,637,1,2015,1,3,15,F,IF,
27086,0.0,32.0,3132818.0,8800.0,8057.0,652315.0,0.0,7793.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,6,637,1,2015,1,3,16,F,IF,
27087,0.0,62.0,6657603.0,21080.0,16679.0,1455122.0,0.0,6927.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,8,819,1,2015,1,3,14,F,IF,
27091,0.0,92.0,9006851.0,25300.0,23319.0,1417066.0,0.0,8070.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,6,637,1,2015,1,3,17,F,IF,
27092,0.0,7.0,1878800.0,0.0,0.0,1287607.0,0.0,8070.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,US,United States,22,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,8,821,2,2015,1,3,17,G,IF,
27098,0.0,114.0,11160664.0,31350.0,28961.0,1645684.0,0.0,7260.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,6,637,1,2015,1,3,15,F,IF,
27099,0.0,4.0,1073600.0,0.0,0.0,339940.0,0.0,7260.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,US,United States,91,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,8,821,2,2015,1,3,15,G,IF,
27105,0.0,5.0,1342000.0,0.0,0.0,695675.0,0.0,4004.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,US,United States,33,10299,1029904,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,US,United States,1,8,821,2,2015,1,3,9,G,DF,
27109,0.0,33.0,3230718.0,9075.0,7537.0,304218.0,0.0,7793.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,6,637,1,2015,1,3,16,F,IF,
27110,0.0,3.0,805200.0,0.0,0.0,555350.0,0.0,7793.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,US,United States,41,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,8,821,2,2015,1,3,16,G,IF,
27112,0.0,1.0,99981.0,358.0,340.0,5159.0,0.0,4796.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,11170,1117001,31170,CTS,"Sapporo, Japan",,,,JP,Japan,736,8,819,1,2015,1,3,10,F,IF,
27113,0.0,60.0,6442841.0,20400.0,16634.0,559112.0,0.0,6927.0,0.0,0.0,CX,19779.0,Cathay Pacific Airways Ltd.,9729A,I,CX,Cathay Pacific Airways Ltd.,0,0.0,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,US,United States,91,12143,1214302,32126,HKG,"Hong Kong, Hong Kong",,,,HK,Hong Kong,729,8,819,1,2015,1,3,14,F,IF,
